Identifier:,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,
Stim. Freq.,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,    3516,    0.0215,  -36146,   -0.4412,   39662,    0.4842,  -22177,   -0.1354,  -11086,   -0.1353,  -11091,   -0.1354,  -73006,   -0.4456,  -38641,   -0.4717,  -34365,   -0.4195,   20456,    0.1249,  -19937,   -0.2434,   40393,    0.4931,   -2288,   -0.0140,   -1920,   -0.0234,    -368,   -0.0045,   -8943,   -0.0546,  -25110,   -0.3065,   16167,    0.1974,   28263,    0.1725,   13385,    0.1634,   14878,    0.1816,   32437,    0.1980,   35354,    0.4316,   -2917,   -0.0356,  -58235,   -0.3554,  -40160,   -0.4902,  -18075,   -0.2206,  -11151,   -0.0681,   -5106,   -0.0623,   -6045,   -0.0738,    3078,    0.0188,  -25716,   -0.3139,   28794,    0.3515,  -37181,   -0.2269,   -7362,   -0.0899,  -29819,   -0.3640,     924,    0.0056,    5517,    0.0673,   -4593,   -0.0561,  -28826,   -0.1759,   -2235,   -0.0273,  -26591,   -0.3246,  -34172,   -0.2086,   10543,    0.1287,  -44715,   -0.5459,  -47730,   -0.2913,   13408,    0.1637,  -61138,   -0.7463,   27638,    0.1687,   -1960,   -0.0239,   29598,    0.3613,   13643,    0.0833,   22083,    0.2696,   -8440,   -0.1030,  -24632,   -0.1503,  -20159,   -0.2461,   -4473,   -0.0546,  -10926,   -0.0667,   -7646,   -0.0933,   -3280,   -0.0400,    8716,    0.0532,  -11073,   -0.1352,   19789,    0.2416,  -37331,   -0.2279,  -24496,   -0.2990,  -12835,   -0.1567,    6989,    0.0427,   28235,    0.3447,  -21246,   -0.2594,   27029,    0.1650,  -13044,   -0.1592,   40073,    0.4892,  -26353,   -0.1609,  -10676,   -0.1303,  -15677,   -0.1914,   18079,    0.1103,   11481,    0.1402,    6598,    0.0805,  -22821,   -0.1393,  -12595,   -0.1538,  -10226,   -0.1248,  -31358,   -0.1914,    3414,    0.0417,  -34772,   -0.4245,   59826,    0.3652,    8379,    0.1023,   51447,    0.6280,   22158,    0.1352,    9388,    0.1146,   12770,    0.1559,   -8446,   -0.0516,   -7050,   -0.0861,   -1396,   -0.0170,   -2067,   -0.0126,    9151,    0.1117,  -11218,   -0.1369,
   2,    7184,    0.0438,  -32371,   -0.3952,   39555,    0.4829,  -32181,   -0.1964,  -14989,   -0.1830,  -17192,   -0.2099,  -75922,   -0.4634,  -39726,   -0.4850,  -36196,   -0.4419,   19150,    0.1169,  -17316,   -0.2114,   36466,    0.4452,   -4561,   -0.0278,     417,    0.0051,   -4978,   -0.0608,   -3685,   -0.0225,  -18376,   -0.2243,   14691,    0.1793,   29503,    0.1801,   13960,    0.1704,   15543,    0.1897,   30277,    0.1848,   31643,    0.3863,   -1366,   -0.0167,  -57734,   -0.3524,  -43805,   -0.5347,  -13929,   -0.1700,  -14557,   -0.0889,  -11118,   -0.1357,   -3439,   -0.0420,    6897,    0.0421,  -22958,   -0.2803,   29855,    0.3645,  -45452,   -0.2774,   -9709,   -0.1185,  -35743,   -0.4363,    7573,    0.0462,   10868,    0.1327,   -3295,   -0.0402,  -27849,   -0.1700,   -1939,   -0.0237,  -25910,   -0.3163,  -28773,   -0.1756,   12549,    0.1532,  -41322,   -0.5044,  -50133,   -0.3060,   13561,    0.1655,  -63694,   -0.7775,   26786,    0.1635,   -2396,   -0.0292,   29182,    0.3562,   12762,    0.0779,   21908,    0.2674,   -9146,   -0.1116,  -24132,   -0.1473,  -17375,   -0.2121,   -6757,   -0.0825,  -14332,   -0.0875,   -7602,   -0.0928,   -6730,   -0.0822,    6626,    0.0404,  -13985,   -0.1707,   20611,    0.2516,  -35674,   -0.2177,  -24566,   -0.2999,  -11108,   -0.1356,    6168,    0.0376,   25654,    0.3132,  -19486,   -0.2379,   31910,    0.1948,  -10058,   -0.1228,   41968,    0.5123,  -23735,   -0.1449,   -7303,   -0.0892,  -16432,   -0.2006,   13920,    0.0850,    9467,    0.1156,    4453,    0.0544,  -20739,   -0.1266,  -12268,   -0.1498,   -8471,   -0.1034,  -35143,   -0.2145,    1670,    0.0204,  -36813,   -0.4494,   58757,    0.3586,    7731,    0.0944,   51026,    0.6229,   15544,    0.0949,    5808,    0.0709,    9736,    0.1189,   -9800,   -0.0598,   -4233,   -0.0517,   -5567,   -0.0680,   -3439,   -0.0210,    9066,    0.1107,  -12505,   -0.1527,
   3,    4855,    0.0296,  -33611,   -0.4103,   38466,    0.4696,  -37644,   -0.2298,  -16093,   -0.1965,  -21551,   -0.2631,  -83969,   -0.5125,  -42559,   -0.5195,  -41410,   -0.5055,   22993,    0.1403,  -12372,   -0.1510,   35365,    0.4317,   -4519,   -0.0276,    2362,    0.0288,   -6881,   -0.0840,   10146,    0.0619,   -8742,   -0.1067,   18888,    0.2306,   30758,    0.1877,   16336,    0.1994,   14422,    0.1761,   28030,    0.1711,   30027,    0.3666,   -1997,   -0.0244,  -50531,   -0.3084,  -44690,   -0.5455,   -5841,   -0.0713,  -18801,   -0.1148,  -15346,   -0.1873,   -3455,   -0.0422,    7656,    0.0467,  -23087,   -0.2818,   30743,    0.3753,  -49837,   -0.3042,  -11607,   -0.1417,  -38230,   -0.4667,   13368,    0.0816,   15293,    0.1867,   -1925,   -0.0235,  -27673,   -0.1689,   -2759,   -0.0337,  -24914,   -0.3041,  -19539,   -0.1193,   17212,    0.2101,  -36751,   -0.4486,  -52731,   -0.3219,   10876,    0.1328,  -63607,   -0.7765,   23961,    0.1463,   -3852,   -0.0470,   27813,    0.3395,   10212,    0.0623,   21215,    0.2590,  -11003,   -0.1343,  -18154,   -0.1108,  -11802,   -0.1441,   -6352,   -0.0775,  -17404,   -0.1062,   -8635,   -0.1054,   -8769,   -0.1070,    4749,    0.0290,  -17522,   -0.2139,   22271,    0.2719,  -31228,   -0.1906,  -22679,   -0.2769,   -8549,   -0.1044,    8958,    0.0547,   26320,    0.3213,  -17362,   -0.2119,   33869,    0.2067,   -8044,   -0.0982,   41913,    0.5116,  -21302,   -0.1300,   -3505,   -0.0428,  -17797,   -0.2173,   17753,    0.1084,   10544,    0.1287,    7209,    0.0880,  -18590,   -0.1135,  -10840,   -0.1323,   -7750,   -0.0946,  -37876,   -0.2312,     277,    0.0034,  -38153,   -0.4657,   61799,    0.3772,    9031,    0.1102,   52768,    0.6442,   11777,    0.0719,    4529,    0.0553,    7248,    0.0885,  -10604,   -0.0647,   -1656,   -0.0202,   -8948,   -0.1092,   -2891,   -0.0176,   10360,    0.1265,  -13251,   -0.1618,
   4,     -20,   -0.0001,  -36917,   -0.4507,   36897,    0.4504,  -34817,   -0.2125,  -15795,   -0.1928,  -19022,   -0.2322,  -86807,   -0.5298,  -43619,   -0.5325,  -43188,   -0.5272,   24874,    0.1518,   -9583,   -0.1170,   34457,    0.4206,   -2382,   -0.0145,    3645,    0.0445,   -6027,   -0.0736,   16086,    0.0982,   -3113,   -0.0380,   19199,    0.2344,   29707,    0.1813,   15126,    0.1846,   14581,    0.1780,   26785,    0.1635,   28782,    0.3514,   -1997,   -0.0244,  -49989,   -0.3051,  -44662,   -0.5452,   -5327,   -0.0650,  -17314,   -0.1057,  -14592,   -0.1781,   -2722,   -0.0332,    5554,    0.0339,  -25150,   -0.3070,   30704,    0.3748,  -44211,   -0.2699,  -11287,   -0.1378,  -32924,   -0.4019,   13082,    0.0798,   16372,    0.1999,   -3290,   -0.0402,  -27821,   -0.1698,   -4187,   -0.0511,  -23634,   -0.2885,  -14296,   -0.0873,   20479,    0.2500,  -34775,   -0.4245,  -50999,   -0.3113,   11476,    0.1401,  -62475,   -0.7627,   21812,    0.1331,   -3411,   -0.0416,   25223,    0.3079,    6123,    0.0374,   19142,    0.2337,  -13019,   -0.1589,  -16372,   -0.0999,   -9758,   -0.1191,   -6614,   -0.0807,  -18581,   -0.1134,   -8353,   -0.1020,  -10228,   -0.1249,    2528,    0.0154,  -20796,   -0.2539,   23324,    0.2847,  -28880,   -0.1763,  -21387,   -0.2611,   -7493,   -0.0915,   12913,    0.0788,   27463,    0.3353,  -14550,   -0.1776,   32139,    0.1962,   -7720,   -0.0942,   39859,    0.4866,  -19468,   -0.1188,    -405,   -0.0049,  -19063,   -0.2327,   20171,    0.1231,   11300,    0.1379,    8871,    0.1083,  -16653,   -0.1016,   -8664,   -0.1058,   -7989,   -0.0975,  -41358,   -0.2524,   -1493,   -0.0182,  -39865,   -0.4866,   66479,    0.4058,    9838,    0.1201,   56641,    0.6914,   11633,    0.0710,    5587,    0.0682,    6046,    0.0738,  -10665,   -0.0651,    -117,   -0.0014,  -10548,   -0.1288,   -2809,   -0.0171,   10563,    0.1289,  -13372,   -0.1632,
   5,    3546,    0.0216,  -35680,   -0.4356,   39226,    0.4788,  -26644,   -0.1626,  -11328,   -0.1383,  -15316,   -0.1870,  -87352,   -0.5332,  -40764,   -0.4976,  -46588,   -0.5687,   26532,    0.1619,   -8761,   -0.1069,   35293,    0.4308,    -923,   -0.0056,    3278,    0.0400,   -4201,   -0.0513,   10251,    0.0626,   -4909,   -0.0599,   15160,    0.1851,   32288,    0.1971,   14263,    0.1741,   18025,    0.2200,   31748,    0.1938,   31250,    0.3815,     498,    0.0061,  -48908,   -0.2985,  -41383,   -0.5052,   -7525,   -0.0919,  -13532,   -0.0826,  -12726,   -0.1554,    -806,   -0.0098,    -215,   -0.0013,  -27236,   -0.3325,   27021,    0.3299,  -42292,   -0.2581,  -12532,   -0.1530,  -29760,   -0.3633,    4138,    0.0253,   11283,    0.1377,   -7145,   -0.0872,  -26511,   -0.1618,   -4188,   -0.0511,  -22323,   -0.2725,   -9583,   -0.0585,   22492,    0.2746,  -32075,   -0.3916,  -51971,   -0.3172,   12643,    0.1543,  -64614,   -0.7888,   19726,    0.1204,   -1190,   -0.0145,   20916,    0.2553,    3415,    0.0208,   16839,    0.2056,  -13424,   -0.1639,  -16719,   -0.1020,  -10465,   -0.1278,   -6254,   -0.0763,  -21549,   -0.1315,   -7880,   -0.0962,  -13669,   -0.1669,    2980,    0.0182,  -21303,   -0.2601,   24283,    0.2964,  -28603,   -0.1746,  -20418,   -0.2493,   -8185,   -0.0999,   15833,    0.0966,   28817,    0.3518,  -12984,   -0.1585,   30115,    0.1838,   -7888,   -0.0963,   38003,    0.4639,  -15843,   -0.0967,    2472,    0.0302,  -18315,   -0.2236,   20969,    0.1280,   12707,    0.1551,    8262,    0.1009,  -14043,   -0.0857,   -5594,   -0.0683,   -8449,   -0.1031,  -44404,   -0.2710,   -1414,   -0.0173,  -42990,   -0.5248,   66638,    0.4067,    8922,    0.1089,   57716,    0.7046,   14573,    0.0889,    9812,    0.1198,    4761,    0.0581,  -10587,   -0.0646,   -1097,   -0.0134,   -9490,   -0.1158,   -5472,   -0.0334,    8721,    0.1065,  -14193,   -0.1733,
   6,   14511,    0.0886,  -33733,   -0.4118,   48244,    0.5889,  -23573,   -0.1439,  -12477,   -0.1523,  -11096,   -0.1355,  -87305,   -0.5329,  -39202,   -0.4786,  -48103,   -0.5872,   26938,    0.1644,  -11365,   -0.1387,   38303,    0.4676,    3399,    0.0207,    6521,    0.0796,   -3122,   -0.0381,     630,    0.0038,  -10438,   -0.1274,   11068,    0.1351,   37622,    0.2296,   13161,    0.1607,   24461,    0.2986,   37881,    0.2312,   33071,    0.4037,    4810,    0.0587,  -46320,   -0.2827,  -35834,   -0.4374,  -10486,   -0.1280,   -7475,   -0.0456,   -7672,   -0.0937,     197,    0.0024,   -1442,   -0.0088,  -27843,   -0.3399,   26401,    0.3223,  -43581,   -0.2660,  -13550,   -0.1654,  -30031,   -0.3666,   -3460,   -0.0211,    5923,    0.0723,   -9383,   -0.1145,  -26216,   -0.1600,   -2651,   -0.0324,  -23565,   -0.2877,   -9351,   -0.0571,   24841,    0.3032,  -34192,   -0.4174,  -54346,   -0.3317,   13302,    0.1624,  -67648,   -0.8258,   20516,    0.1252,    1560,    0.0190,   18956,    0.2314,    3276,    0.0200,   16331,    0.1994,  -13055,   -0.1594,  -17349,   -0.1059,  -11497,   -0.1403,   -5852,   -0.0714,  -22620,   -0.1381,   -5833,   -0.0712,  -16787,   -0.2049,    5239,    0.0320,  -21109,   -0.2577,   26348,    0.3216,  -31958,   -0.1951,  -23055,   -0.2814,   -8903,   -0.1087,   16219,    0.0990,   30173,    0.3683,  -13954,   -0.1703,   29656,    0.1810,   -8380,   -0.1023,   38036,    0.4643,  -13359,   -0.0815,    5403,    0.0660,  -18762,   -0.2290,   21841,    0.1333,   13181,    0.1609,    8660,    0.1057,  -15926,   -0.0972,   -4344,   -0.0530,  -11582,   -0.1414,  -42683,   -0.2605,    1068,    0.0130,  -43751,   -0.5341,   61958,    0.3782,    4662,    0.0569,   57296,    0.6994,   16911,    0.1032,   13559,    0.1655,    3352,    0.0409,   -8853,   -0.0540,   -1380,   -0.0168,   -7473,   -0.0912,   -7227,   -0.0441,    7025,    0.0858,  -14252,   -0.1740,
