Identifier:,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,  -17135,   -0.1046,  -11885,   -0.1451,   -5250,   -0.0641,   19502,    0.1190,   15313,    0.1869,    4189,    0.0511,  -10336,   -0.0631,    5497,    0.0671,  -15833,   -0.1933,   -4320,   -0.0264,  -31905,   -0.3895,   27585,    0.3367,   19291,    0.1177,   21960,    0.2681,   -2669,   -0.0326,  -27386,   -0.1672,  -37012,   -0.4518,    9626,    0.1175,  -15317,   -0.0935,   14149,    0.1727,  -29466,   -0.3597,    3525,    0.0215,   -3095,   -0.0378,    6620,    0.0808,   29098,    0.1776,   13761,    0.1680,   15337,    0.1872,    6254,    0.0382,   22422,    0.2737,  -16168,   -0.1974,  -24090,   -0.1470,  -12713,   -0.1552,  -11377,   -0.1389,    2539,    0.0155,   27649,    0.3375,  -25110,   -0.3065,    6204,    0.0379,   -9397,   -0.1147,   15601,    0.1904,  -14178,   -0.0865,  -12394,   -0.1513,   -1784,   -0.0218,   22639,    0.1382,    -165,   -0.0020,   22804,    0.2784,    4113,    0.0251,    7563,    0.0923,   -3450,   -0.0421,    8838,    0.0539,    6417,    0.0783,    2421,    0.0296,    -447,   -0.0027,   -8212,   -0.1002,    7765,    0.0948,   11705,    0.0714,  -10316,   -0.1259,   22021,    0.2688,   -7351,   -0.0449,   -2850,   -0.0348,   -4501,   -0.0549,   15014,    0.0916,    2943,    0.0359,   12071,    0.1474,   -1201,   -0.0073,   -7960,   -0.0972,    6759,    0.0825,  -10025,   -0.0612,   -5748,   -0.0702,   -4277,   -0.0522,    8402,    0.0513,    8319,    0.1016,      83,    0.0010,  -31665,   -0.1933,  -13508,   -0.1649,  -18157,   -0.2216,   14478,    0.0884,    5517,    0.0673,    8961,    0.1094,    2831,    0.0173,    -249,   -0.0030,    3080,    0.0376,   25367,    0.1548,   19385,    0.2366,    5982,    0.0730,   28860,    0.1762,   19352,    0.2362,    9508,    0.1161,  -25337,   -0.1546,  -26886,   -0.3282,    1549,    0.0189,
   2,  -16405,   -0.1001,  -11522,   -0.1407,   -4883,   -0.0596,   15510,    0.0947,   11079,    0.1352,    4431,    0.0541,   -7865,   -0.0480,    6104,    0.0745,  -13969,   -0.1705,  -12284,   -0.0750,  -35002,   -0.4273,   22718,    0.2773,   17938,    0.1095,   20030,    0.2445,   -2092,   -0.0255,  -25816,   -0.1576,  -41036,   -0.5009,   15220,    0.1858,  -14253,   -0.0870,   14334,    0.1750,  -28587,   -0.3490,    6459,    0.0394,    -636,   -0.0078,    7095,    0.0866,   28486,    0.1739,   13338,    0.1628,   15148,    0.1849,     843,    0.0051,   23441,    0.2862,  -22598,   -0.2759,  -28129,   -0.1717,  -13898,   -0.1697,  -14231,   -0.1737,    3181,    0.0194,   27957,    0.3413,  -24776,   -0.3025,   14472,    0.0883,   -6582,   -0.0803,   21054,    0.2570,  -14902,   -0.0910,  -17732,   -0.2165,    2830,    0.0345,   19867,    0.1213,    -428,   -0.0052,   20295,    0.2477,    2526,    0.0154,    9060,    0.1106,   -6534,   -0.0798,    8828,    0.0539,    7348,    0.0897,    1480,    0.0181,    -889,   -0.0054,   -9807,   -0.1197,    8918,    0.1089,    9038,    0.0552,  -11439,   -0.1396,   20477,    0.2500,   -6707,   -0.0409,   -3012,   -0.0368,   -3695,   -0.0451,   15181,    0.0927,    3207,    0.0391,   11974,    0.1462,   -3712,   -0.0227,   -8838,   -0.1079,    5126,    0.0626,   -9420,   -0.0575,   -5252,   -0.0641,   -4168,   -0.0509,    9499,    0.0580,    9515,    0.1162,     -16,   -0.0002,  -31655,   -0.1932,  -13654,   -0.1667,  -18001,   -0.2197,   15511,    0.0947,    4115,    0.0502,   11396,    0.1391,    3588,    0.0219,   -1319,   -0.0161,    4907,    0.0599,   23982,    0.1464,   18260,    0.2229,    5722,    0.0699,   25750,    0.1572,   17586,    0.2147,    8164,    0.0997,  -26149,   -0.1596,  -28186,   -0.3441,    2037,    0.0249,
   3,  -14036,   -0.0857,  -10954,   -0.1337,   -3082,   -0.0376,   11676,    0.0713,    9475,    0.1157,    2201,    0.0269,   -1797,   -0.0110,    8987,    0.1097,  -10784,   -0.1316,  -16737,   -0.1022,  -36675,   -0.4477,   19938,    0.2434,   23874,    0.1457,   22396,    0.2734,    1478,    0.0180,  -20443,   -0.1248,  -38885,   -0.4747,   18442,    0.2251,  -10397,   -0.0635,   15711,    0.1918,  -26108,   -0.3187,    2837,    0.0173,   -1155,   -0.0141,    3992,    0.0487,   28145,    0.1718,   14351,    0.1752,   13794,    0.1684,   -5081,   -0.0310,   20151,    0.2460,  -25232,   -0.3080,  -32112,   -0.1960,  -14559,   -0.1777,  -17553,   -0.2143,    2401,    0.0147,   24951,    0.3046,  -22550,   -0.2753,   18701,    0.1141,   -9059,   -0.1106,   27760,    0.3389,  -16302,   -0.0995,  -21242,   -0.2593,    4940,    0.0603,   12943,    0.0790,   -3322,   -0.0406,   16265,    0.1986,     197,    0.0012,    9447,    0.1153,   -9250,   -0.1129,    7485,    0.0457,    7321,    0.0894,     164,    0.0020,   -4381,   -0.0267,  -12809,   -0.1564,    8428,    0.1029,    9476,    0.0578,  -10857,   -0.1325,   20333,    0.2482,   -8013,   -0.0489,   -2750,   -0.0336,   -5263,   -0.0642,   15865,    0.0968,    2952,    0.0360,   12913,    0.1576,   -3675,   -0.0224,   -7948,   -0.0970,    4273,    0.0522,  -10702,   -0.0653,   -5968,   -0.0729,   -4734,   -0.0578,   11355,    0.0693,   11440,    0.1397,     -85,   -0.0010,  -28172,   -0.1720,  -13064,   -0.1595,  -15108,   -0.1844,   15435,    0.0942,    5609,    0.0685,    9826,    0.1199,    4380,    0.0267,   -1190,   -0.0145,    5570,    0.0680,   23733,    0.1449,   18349,    0.2240,    5384,    0.0657,   22723,    0.1387,   16213,    0.1979,    6510,    0.0795,  -26974,   -0.1646,  -28925,   -0.3531,    1951,    0.0238,
   4,  -14100,   -0.0861,  -12138,   -0.1482,   -1962,   -0.0240,    6126,    0.0374,    8262,    0.1009,   -2136,   -0.0261,   -3184,   -0.0194,    6135,    0.0749,   -9319,   -0.1138,  -10270,   -0.0627,  -31169,   -0.3805,   20899,    0.2551,   19530,    0.1192,   22305,    0.2723,   -2775,   -0.0339,  -15065,   -0.0920,  -37364,   -0.4561,   22299,    0.2722,  -12812,   -0.0782,   16174,    0.1974,  -28986,   -0.3538,    7458,    0.0455,    1482,    0.0181,    5976,    0.0730,   28344,    0.1730,   14380,    0.1755,   13964,    0.1705,  -12151,   -0.0742,   17920,    0.2188,  -30071,   -0.3671,  -30440,   -0.1858,  -12156,   -0.1484,  -18284,   -0.2232,   -1925,   -0.0117,   21128,    0.2579,  -23053,   -0.2814,   23114,    0.1411,   -5394,   -0.0658,   28508,    0.3480,  -10426,   -0.0636,  -17573,   -0.2145,    7147,    0.0872,    8349,    0.0510,   -3860,   -0.0471,   12209,    0.1490,    2288,    0.0140,   10477,    0.1279,   -8189,   -0.1000,   10009,    0.0611,    9915,    0.1210,      94,    0.0011,   -6582,   -0.0402,  -13681,   -0.1670,    7099,    0.0867,   10915,    0.0666,   -9111,   -0.1112,   20026,    0.2445,   -9222,   -0.0563,    -201,   -0.0025,   -9021,   -0.1101,   14572,    0.0889,    3516,    0.0429,   11056,    0.1350,   -4813,   -0.0294,   -9173,   -0.1120,    4360,    0.0532,   -9746,   -0.0595,   -5126,   -0.0626,   -4620,   -0.0564,   13892,    0.0848,   11436,    0.1396,    2456,    0.0300,  -28759,   -0.1755,  -14145,   -0.1727,  -14614,   -0.1784,   17624,    0.1076,    8035,    0.0981,    9589,    0.1171,    8811,    0.0538,    2006,    0.0245,    6805,    0.0831,   23652,    0.1444,   17293,    0.2111,    6359,    0.0776,   22672,    0.1384,   17361,    0.2119,    5311,    0.0648,  -26618,   -0.1625,  -30334,   -0.3703,    3716,    0.0454,
   5,  -15143,   -0.0924,  -13093,   -0.1598,   -2050,   -0.0250,    7677,    0.0469,   10236,    0.1250,   -2559,   -0.0312,    -676,   -0.0041,    6208,    0.0758,   -6884,   -0.0840,   -4835,   -0.0295,  -28850,   -0.3522,   24015,    0.2932,   16934,    0.1034,   22678,    0.2768,   -5744,   -0.0701,   -7811,   -0.0477,  -32032,   -0.3910,   24221,    0.2957,   -8114,   -0.0495,   20000,    0.2441,  -28114,   -0.3432,   12389,    0.0756,    3969,    0.0485,    8420,    0.1028,   23198,    0.1416,   11053,    0.1349,   12145,    0.1483,  -12435,   -0.0759,   16643,    0.2032,  -29078,   -0.3550,  -27968,   -0.1707,  -10852,   -0.1325,  -17116,   -0.2089,    -893,   -0.0055,   18583,    0.2269,  -19476,   -0.2378,   27530,    0.1680,   -5794,   -0.0707,   33324,    0.4068,   -9578,   -0.0585,  -16701,   -0.2039,    7123,    0.0870,    5373,    0.0328,   -3630,   -0.0443,    9003,    0.1099,    3782,    0.0231,   10539,    0.1287,   -6757,   -0.0825,    7543,    0.0460,    9815,    0.1198,   -2272,   -0.0277,   -6194,   -0.0378,  -14703,   -0.1795,    8509,    0.1039,   14622,    0.0892,   -6570,   -0.0802,   21192,    0.2587,  -10520,   -0.0642,    2510,    0.0306,  -13030,   -0.1591,   12291,    0.0750,    2720,    0.0332,    9571,    0.1168,   -8536,   -0.0521,  -10729,   -0.1310,    2193,    0.0268,  -10036,   -0.0613,   -4828,   -0.0589,   -5208,   -0.0636,   13198,    0.0806,   10741,    0.1311,    2457,    0.0300,  -26024,   -0.1588,  -15298,   -0.1867,  -10726,   -0.1309,   18091,    0.1104,    8794,    0.1074,    9297,    0.1135,   11012,    0.0672,    3498,    0.0427,    7514,    0.0917,   27375,    0.1671,   19929,    0.2433,    7446,    0.0909,   24089,    0.1470,   18103,    0.2210,    5986,    0.0731,  -25653,   -0.1566,  -30022,   -0.3665,    4369,    0.0533,
   6,  -16883,   -0.1030,  -16281,   -0.1987,    -602,   -0.0073,   11234,    0.0686,   13666,    0.1668,   -2432,   -0.0297,    1271,    0.0078,    6196,    0.0756,   -4925,   -0.0601,   -1035,   -0.0063,  -26318,   -0.3213,   25283,    0.3086,   17524,    0.1070,   22269,    0.2718,   -4745,   -0.0579,    1815,    0.0111,  -24704,   -0.3016,   26519,    0.3237,   -8605,   -0.0525,   21901,    0.2674,  -30506,   -0.3724,   12825,    0.0783,    5026,    0.0614,    7799,    0.0952,   22706,    0.1386,    7459,    0.0911,   15247,    0.1861,  -12523,   -0.0764,   12839,    0.1567,  -25362,   -0.3096,  -26657,   -0.1627,  -11114,   -0.1357,  -15543,   -0.1897,    -740,   -0.0045,   17611,    0.2150,  -18351,   -0.2240,   32911,    0.2009,    1261,    0.0154,   31650,    0.3864,  -11883,   -0.0725,  -17192,   -0.2099,    5309,    0.0648,    -979,   -0.0060,   -6546,   -0.0799,    5567,    0.0680,    5711,    0.0349,   11778,    0.1438,   -6067,   -0.0741,   10168,    0.0621,   10157,    0.1240,      11,    0.0001,   -2970,   -0.0181,  -11737,   -0.1433,    8767,    0.1070,   17862,    0.1090,   -4605,   -0.0562,   22467,    0.2743,   -9779,   -0.0597,    4357,    0.0532,  -14136,   -0.1726,    9162,    0.0559,    1582,    0.0193,    7580,    0.0925,   -9138,   -0.0558,  -10334,   -0.1262,    1196,    0.0146,   -9425,   -0.0575,   -2939,   -0.0359,   -6486,   -0.0792,   13115,    0.0801,    8300,    0.1013,    4815,    0.0588,  -22661,   -0.1383,  -14814,   -0.1808,   -7847,   -0.0958,   14138,    0.0863,    6828,    0.0834,    7310,    0.0892,   10855,    0.0663,    3542,    0.0432,    7313,    0.0893,   29393,    0.1794,   20421,    0.2493,    8972,    0.1095,   24425,    0.1491,   18336,    0.2238,    6089,    0.0743,  -22092,   -0.1348,  -26431,   -0.3227,    4339,    0.0530,
   7,  -18116,   -0.1106,  -19390,   -0.2367,    1274,    0.0156,   12443,    0.0759,   15435,    0.1884,   -2992,   -0.0365,   -3856,   -0.0235,    2760,    0.0337,   -6616,   -0.0808,    6261,    0.0382,  -21867,   -0.2669,   28128,    0.3434,   15649,    0.0955,   19880,    0.2427,   -4231,   -0.0516,   10500,    0.0641,  -20953,   -0.2558,   31453,    0.3840,   -3227,   -0.0197,   24852,    0.3034,  -28079,   -0.3428,   19275,    0.1176,    8311,    0.1015,   10964,    0.1338,   21437,    0.1308,    4224,    0.0516,   17213,    0.2101,  -15752,   -0.0961,    8759,    0.1069,  -24511,   -0.2992,  -21695,   -0.1324,   -9544,   -0.1165,  -12151,   -0.1483,     642,    0.0039,   18502,    0.2259,  -17860,   -0.2180,   31472,    0.1921,    -833,   -0.0102,   32305,    0.3944,  -18611,   -0.1136,  -18966,   -0.2315,     355,    0.0043,   -5403,   -0.0330,   -7173,   -0.0876,    1770,    0.0216,    5037,    0.0307,   11698,    0.1428,   -6661,   -0.0813,   11803,    0.0720,   11271,    0.1376,     532,    0.0065,   -1013,   -0.0062,  -10204,   -0.1246,    9191,    0.1122,   17160,    0.1047,   -4732,   -0.0578,   21892,    0.2672,   -9719,   -0.0593,    4915,    0.0600,  -14634,   -0.1786,    9543,    0.0582,    1998,    0.0244,    7545,    0.0921,  -10975,   -0.0670,  -11623,   -0.1419,     648,    0.0079,  -11424,   -0.0697,   -4441,   -0.0542,   -6983,   -0.0852,    7403,    0.0452,    3120,    0.0381,    4283,    0.0523,  -18408,   -0.1124,  -13011,   -0.1588,   -5397,   -0.0659,   10498,    0.0641,    5364,    0.0655,    5134,    0.0627,    4712,    0.0288,    -976,   -0.0119,    5688,    0.0694,   29244,    0.1785,   19924,    0.2432,    9320,    0.1138,   24447,    0.1492,   18548,    0.2264,    5899,    0.0720,  -19039,   -0.1162,  -25495,   -0.3112,    6456,    0.0788,
