Identifier:,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,  -70934,   -0.4330,  -47577,   -0.5808,  -23357,   -0.2851,   28123,    0.1717,   41832,    0.5107,  -13709,   -0.1674,  -25159,   -0.1536,  -10972,   -0.1339,  -14187,   -0.1732,   63470,    0.3874,   40926,    0.4996,   22544,    0.2752,  -61208,   -0.3736,  -14276,   -0.1743,  -46932,   -0.5729,   -6234,   -0.0381,     128,    0.0016,   -6362,   -0.0777,   17663,    0.1078,   13053,    0.1593,    4610,    0.0563,  -18517,   -0.1130,   20103,    0.2454,  -38620,   -0.4714,  -81043,   -0.4947,  -35061,   -0.4280,  -45982,   -0.5613,    3044,    0.0186,  -17491,   -0.2135,   20535,    0.2507,  -17093,   -0.1043,   -6505,   -0.0794,  -10588,   -0.1293,   33023,    0.2016,   23637,    0.2885,    9386,    0.1146,  -34924,   -0.2132,  -27227,   -0.3324,   -7697,   -0.0940,   15525,    0.0948,    3209,    0.0392,   12316,    0.1503,   36044,    0.2200,    8198,    0.1001,   27846,    0.3399,   20242,    0.1236,   12288,    0.1500,    7954,    0.0971,   20466,    0.1249,   13555,    0.1655,    6911,    0.0844,    2041,    0.0125,    3323,    0.0406,   -1282,   -0.0156,  -12709,   -0.0776,   -1620,   -0.0198,  -11089,   -0.1354,     723,    0.0044,   -8173,   -0.0998,    8896,    0.1086,  -20688,   -0.1263,   -8176,   -0.0998,  -12512,   -0.1527,  -19387,   -0.1183,   -1802,   -0.0220,  -17585,   -0.2147,   45252,    0.2762,   33784,    0.4124,   11468,    0.1400,    -475,   -0.0029,   18744,    0.2288,  -19219,   -0.2346,   -9850,   -0.0601,   -6111,   -0.0746,   -3739,   -0.0456,   -9743,   -0.0595,   -7461,   -0.0911,   -2282,   -0.0279,    1202,    0.0073,   16875,    0.2060,  -15673,   -0.1913,   -4887,   -0.0298,   -4963,   -0.0606,      76,    0.0009,   18581,    0.1134,   14215,    0.1735,    4366,    0.0533,   -4161,   -0.0254,   -2797,   -0.0341,   -1364,   -0.0167,   18119,    0.1106,   23366,    0.2852,   -5247,   -0.0641,   16136,    0.0985,   15234,    0.1860,     902,    0.0110,
   2,  -69687,   -0.4253,  -46706,   -0.5702,  -22981,   -0.2805,   28765,    0.1756,   39181,    0.4783,  -10416,   -0.1272,  -29176,   -0.1781,  -11094,   -0.1354,  -18082,   -0.2207,   65578,    0.4003,   42490,    0.5187,   23088,    0.2818,  -60113,   -0.3669,  -17218,   -0.2102,  -42895,   -0.5236,   -1681,   -0.0103,    5727,    0.0699,   -7408,   -0.0904,   18727,    0.1143,   15167,    0.1851,    3560,    0.0435,  -24152,   -0.1474,   14974,    0.1828,  -39126,   -0.4776,  -77203,   -0.4712,  -30511,   -0.3725,  -46692,   -0.5700,    2939,    0.0179,  -17071,   -0.2084,   20010,    0.2443,  -16215,   -0.0990,   -6757,   -0.0825,   -9458,   -0.1155,   33854,    0.2066,   23305,    0.2845,   10549,    0.1288,  -32169,   -0.1963,  -21929,   -0.2677,  -10240,   -0.1250,   17335,    0.1058,    4079,    0.0498,   13256,    0.1618,   40137,    0.2450,   12288,    0.1500,   27849,    0.3400,   20354,    0.1242,   10448,    0.1275,    9906,    0.1209,   24047,    0.1468,   14606,    0.1783,    9441,    0.1153,    3845,    0.0235,    3299,    0.0403,     546,    0.0067,  -13060,   -0.0797,   -2917,   -0.0356,  -10143,   -0.1238,    1365,    0.0083,   -7125,   -0.0870,    8490,    0.1036,  -21681,   -0.1323,   -6960,   -0.0850,  -14721,   -0.1797,  -18559,   -0.1133,   -2189,   -0.0267,  -16370,   -0.1998,   45297,    0.2765,   33872,    0.4135,   11425,    0.1395,   -1506,   -0.0092,   18772,    0.2292,  -20278,   -0.2475,   -5303,   -0.0324,   -4620,   -0.0564,    -683,   -0.0083,  -11170,   -0.0682,   -7604,   -0.0928,   -3566,   -0.0435,   -1995,   -0.0122,   17191,    0.2099,  -19186,   -0.2342,   -2733,   -0.0167,   -3663,   -0.0447,     930,    0.0114,   16707,    0.1020,   15119,    0.1846,    1588,    0.0194,    -350,   -0.0021,    -352,   -0.0043,       2,    0.0000,   18397,    0.1123,   22459,    0.2742,   -4062,   -0.0496,    8042,    0.0491,   11685,    0.1426,   -3643,   -0.0445,
   3,  -65434,   -0.3994,  -41544,   -0.5071,  -23890,   -0.2916,   26912,    0.1643,   39433,    0.4814,  -12521,   -0.1528,  -33819,   -0.2064,  -12580,   -0.1536,  -21239,   -0.2593,   69377,    0.4235,   40616,    0.4958,   28761,    0.3511,  -62834,   -0.3835,  -16432,   -0.2006,  -46402,   -0.5664,   -4186,   -0.0256,    6207,    0.0758,  -10393,   -0.1269,   22813,    0.1392,   19556,    0.2387,    3257,    0.0398,  -25633,   -0.1565,   14080,    0.1719,  -39713,   -0.4848,  -72080,   -0.4400,  -24450,   -0.2985,  -47630,   -0.5814,    3137,    0.0191,  -15888,   -0.1940,   19025,    0.2322,  -21096,   -0.1288,   -9497,   -0.1159,  -11599,   -0.1416,   37012,    0.2259,   23626,    0.2884,   13386,    0.1634,  -33213,   -0.2027,  -26700,   -0.3259,   -6513,   -0.0795,   18238,    0.1113,    2603,    0.0318,   15635,    0.1909,   39269,    0.2397,   11292,    0.1378,   27977,    0.3415,   19098,    0.1166,    9172,    0.1120,    9926,    0.1212,   26636,    0.1626,   15203,    0.1856,   11433,    0.1396,    5485,    0.0335,    3896,    0.0476,    1589,    0.0194,  -12173,   -0.0743,   -3014,   -0.0368,   -9159,   -0.1118,     -90,   -0.0005,   -8950,   -0.1093,    8860,    0.1082,  -23403,   -0.1428,   -7950,   -0.0970,  -15453,   -0.1886,  -17600,   -0.1074,   -1151,   -0.0141,  -16449,   -0.2008,   45019,    0.2748,   34096,    0.4162,   10923,    0.1333,   -2122,   -0.0130,   19081,    0.2329,  -21203,   -0.2588,   -3017,   -0.0184,   -3777,   -0.0461,     760,    0.0093,   -7958,   -0.0486,   -4941,   -0.0603,   -3017,   -0.0368,   -4880,   -0.0298,   13860,    0.1692,  -18740,   -0.2288,      76,    0.0005,   -1824,   -0.0223,    1900,    0.0232,   14210,    0.0867,   14642,    0.1787,    -432,   -0.0053,    2489,    0.0152,    3490,    0.0426,   -1001,   -0.0122,   19664,    0.1200,   21524,    0.2628,   -1860,   -0.0227,    6894,    0.0421,   11322,    0.1382,   -4428,   -0.0541,
   4,  -61747,   -0.3769,  -39850,   -0.4865,  -21897,   -0.2673,   31478,    0.1921,   42347,    0.5169,  -10869,   -0.1327,  -31998,   -0.1953,  -11546,   -0.1409,  -20452,   -0.2497,   77891,    0.4754,   42658,    0.5207,   35233,    0.4301,  -62571,   -0.3819,  -17895,   -0.2185,  -44676,   -0.5454,    -182,   -0.0011,   10615,    0.1296,  -10797,   -0.1318,   26608,    0.1624,   21672,    0.2646,    4936,    0.0603,  -25280,   -0.1543,   12285,    0.1500,  -37565,   -0.4586,  -69883,   -0.4265,  -25302,   -0.3089,  -44581,   -0.5442,    8243,    0.0503,  -13464,   -0.1644,   21707,    0.2650,  -22534,   -0.1375,   -9000,   -0.1099,  -13534,   -0.1652,   33261,    0.2030,   17770,    0.2169,   15491,    0.1891,  -35119,   -0.2144,  -25259,   -0.3083,   -9860,   -0.1204,   22238,    0.1357,    3332,    0.0407,   18906,    0.2308,   38336,    0.2340,   10385,    0.1268,   27951,    0.3412,    9805,    0.0598,     719,    0.0088,    9086,    0.1109,   28937,    0.1766,   15337,    0.1872,   13600,    0.1660,    5646,    0.0345,    3027,    0.0370,    2619,    0.0320,   -9550,   -0.0583,   -2608,   -0.0318,   -6942,   -0.0847,    2353,    0.0144,   -8669,   -0.1058,   11022,    0.1346,  -24410,   -0.1490,   -6597,   -0.0805,  -17813,   -0.2175,  -15697,   -0.0958,     -94,   -0.0011,  -15603,   -0.1905,   45068,    0.2751,   34223,    0.4178,   10845,    0.1324,   -1674,   -0.0102,   18889,    0.2306,  -20563,   -0.2510,   -3478,   -0.0212,   -4689,   -0.0572,    1211,    0.0148,   -5397,   -0.0329,   -2890,   -0.0353,   -2507,   -0.0306,   -7475,   -0.0456,   12039,    0.1470,  -19514,   -0.2382,    2146,    0.0131,     230,    0.0028,    1916,    0.0234,   12617,    0.0770,   15531,    0.1896,   -2914,   -0.0356,    7193,    0.0439,    5736,    0.0700,    1457,    0.0178,   20694,    0.1263,   22410,    0.2736,   -1716,   -0.0209,    4320,    0.0264,   11097,    0.1355,   -6777,   -0.0827,
   5,  -58987,   -0.3600,  -36396,   -0.4443,  -22591,   -0.2758,   25489,    0.1556,   41998,    0.5127,  -16509,   -0.2015,  -34681,   -0.2117,  -15949,   -0.1947,  -18732,   -0.2287,   77089,    0.4705,   38911,    0.4750,   38178,    0.4661,  -62175,   -0.3795,  -15545,   -0.1898,  -46630,   -0.5692,     689,    0.0042,   13972,    0.1706,  -13283,   -0.1622,   27896,    0.1703,   23312,    0.2846,    4584,    0.0560,  -23600,   -0.1440,   14042,    0.1714,  -37642,   -0.4595,  -70292,   -0.4290,  -25880,   -0.3159,  -44412,   -0.5422,    8387,    0.0512,  -12811,   -0.1564,   21198,    0.2588,  -18564,   -0.1133,   -5135,   -0.0627,  -13429,   -0.1639,   33617,    0.2052,   15055,    0.1838,   18562,    0.2266,  -31165,   -0.1902,  -22620,   -0.2761,   -8545,   -0.1043,   24415,    0.1490,    7661,    0.0935,   16754,    0.2045,   35369,    0.2159,    8603,    0.1050,   26766,    0.3267,    4971,    0.0303,   -3482,   -0.0425,    8453,    0.1032,   29574,    0.1805,   13241,    0.1616,   16333,    0.1994,    8828,    0.0539,    3327,    0.0406,    5501,    0.0672,   -5802,   -0.0354,     389,    0.0047,   -6191,   -0.0756,    2261,    0.0138,   -9773,   -0.1193,   12034,    0.1469,  -25523,   -0.1558,   -6946,   -0.0848,  -18577,   -0.2268,  -16261,   -0.0993,    1833,    0.0224,  -18094,   -0.2209,   45115,    0.2754,   35302,    0.4309,    9813,    0.1198,   -4457,   -0.0272,   17751,    0.2167,  -22208,   -0.2711,   -8374,   -0.0511,   -5775,   -0.0705,   -2599,   -0.0317,   -1247,   -0.0076,    -300,   -0.0037,    -947,   -0.0116,   -8346,   -0.0509,    8924,    0.1089,  -17270,   -0.2108,     768,    0.0047,     573,    0.0070,     195,    0.0024,   13009,    0.0794,   15184,    0.1854,   -2175,   -0.0266,    8657,    0.0528,    6942,    0.0847,    1715,    0.0209,   22322,    0.1362,   22774,    0.2780,    -452,   -0.0055,    5619,    0.0343,   11345,    0.1385,   -5726,   -0.0699,
   6,  -56608,   -0.3455,  -35646,   -0.4351,  -20962,   -0.2559,   28934,    0.1766,   46864,    0.5721,  -17930,   -0.2189,  -36939,   -0.2255,  -19260,   -0.2351,  -17679,   -0.2158,   73025,    0.4457,   34797,    0.4248,   38228,    0.4667,  -65210,   -0.3980,  -18063,   -0.2205,  -47147,   -0.5755,     112,    0.0007,   12097,    0.1477,  -11985,   -0.1463,   21482,    0.1311,   18430,    0.2250,    3052,    0.0373,  -20562,   -0.1255,   12882,    0.1573,  -33444,   -0.4083,  -71417,   -0.4359,  -29547,   -0.3607,  -41870,   -0.5111,    7245,    0.0442,  -12228,   -0.1493,   19473,    0.2377,  -19962,   -0.1218,   -3770,   -0.0460,  -16192,   -0.1977,   33794,    0.2063,   12608,    0.1539,   21186,    0.2586,  -30671,   -0.1872,  -21813,   -0.2663,   -8858,   -0.1081,   25848,    0.1578,    9343,    0.1141,   16505,    0.2015,   29511,    0.1801,    2231,    0.0272,   27280,    0.3330,    3968,    0.0242,   -4503,   -0.0550,    8471,    0.1034,   26847,    0.1639,   10951,    0.1337,   15896,    0.1940,    9835,    0.0600,    4521,    0.0552,    5314,    0.0649,   -5351,   -0.0327,    -493,   -0.0060,   -4858,   -0.0593,    2587,    0.0158,   -8963,   -0.1094,   11550,    0.1410,  -25427,   -0.1552,   -8506,   -0.1038,  -16921,   -0.2066,  -14548,   -0.0888,    4228,    0.0516,  -18776,   -0.2292,   43463,    0.2653,   36782,    0.4490,    6681,    0.0816,   -5616,   -0.0343,   16529,    0.2018,  -22145,   -0.2703,  -14529,   -0.0887,  -10075,   -0.1230,   -4454,   -0.0544,     250,    0.0015,    1886,    0.0230,   -1636,   -0.0200,   -8847,   -0.0540,    6942,    0.0847,  -15789,   -0.1927,    -395,   -0.0024,    -707,   -0.0086,     312,    0.0038,   11598,    0.0708,   15404,    0.1880,   -3806,   -0.0465,    9590,    0.0585,    7216,    0.0881,    2374,    0.0290,   25023,    0.1527,   24926,    0.3043,      97,    0.0012,    6035,    0.0368,   10853,    0.1325,   -4818,   -0.0588,
